NUM_PARTICIO;ID_EMPRESA;ANY_FACTURA;NUM_FACTURA;MOM_SIT_FACT;TIP_SIT_FACT;CAUSA_SIT_FACT
1;AB;2023;9;2023-09-30 10:00:00;03;CO
1;AB;2023;10;2023-10-04 08:00:00;00;FC
1;AB;2023;10;2023-10-04 10:00:00;01;EM
1;AB;2023;10;2023-10-05 10:00:00;02;CE
1;AB;2023;10;2023-11-01 10:00:00;03;CO
1;AB;2023;11;2023-11-04 08:00:00;00;FC
1;AB;2023;11;2023-11-04 10:00:00;01;EM
1;AB;2023;11;2023-11-05 10:00:00;02;CE
1;AB;2023;11;2023-11-15 10:00:00;03;CO
1;AB;2023;12;2023-12-04 08:00:00;00;FC
1;AB;2023;12;2023-12-04 10:00:00;01;EM
1;AB;2023;12;2023-12-05 10:00:00;02;CE
1;AB;2023;12;2023-12-20 10:00:00;03;CO
1;AB;2024;1;2024-01-04 08:00:00;00;FC
1;AB;2024;1;2024-01-04 10:00:00;01;EM
1;AB;2024;1;2024-01-05 10:00:00;02;CE
1;AB;2024;1;2024-01-13 10:00:00;03;CO
1;AB;2024;2;2024-02-04 08:00:00;00;FC
1;AB;2024;2;2024-02-04 10:00:00;01;EM
1;AB;2024;2;2024-02-05 10:00:00;02;CE
1;AB;2024;2;2024-02-12 10:00:00;03;CO
1;AB;2024;3;2024-03-04 08:00:00;00;FC
1;AB;2024;3;2024-03-04 10:00:00;01;EM
1;AB;2024;3;2024-03-05 10:00:00;02;CE
1;AB;2024;3;2024-03-13 10:00:00;03;CO
1;AB;2024;4;2024-04-04 08:00:00;00;FC
1;AB;2024;4;2024-04-04 10:00:00;01;EM
1;AB;2024;4;2024-04-05 10:00:00;02;CE
1;AB;2024;4;2024-04-19 10:00:00;03;CO
1;AB;2024;5;2024-05-04 08:00:00;00;FC
1;AB;2024;5;2024-05-04 10:00:00;01;EM
1;AB;2024;5;2024-05-05 10:00:00;02;CE
1;AB;2024;5;2024-05-13 10:00:00;03;CO
1;AB;2024;6;2024-06-04 08:00:00;00;FC
1;AB;2024;6;2024-06-04 10:00:00;01;EM
1;AB;2024;6;2024-06-05 10:00:00;02;CE
1;AB;2024;6;2024-06-26 10:00:00;03;CO
1;AB;2024;7;2024-07-04 08:00:00;00;FC
1;AB;2024;7;2024-07-04 10:00:00;01;EM
1;AB;2024;7;2024-07-05 10:00:00;02;CE
1;AB;2024;7;2024-07-20 10:00:00;03;CO
1;AB;2024;8;2024-08-04 08:00:00;00;FC
1;AB;2024;8;2024-08-04 10:00:00;01;EM
1;AB;2024;8;2024-08-05 10:00:00;05;CN
1;AB;2024;9;2024-09-04 08:00:00;00;FC
1;AB;2024;9;2024-09-04 10:00:00;01;EM
1;AB;2024;9;2024-09-05 10:00:00;02;CE
1;AB;2024;9;2024-09-13 10:00:00;03;CO
1;AB;2024;10;2024-10-04 08:00:00;00;FC
1;AB;2024;10;2024-10-04 10:00:00;01;EM
1;AB;2024;10;2024-10-05 10:00:00;02;CE
1;AB;2024;10;2024-11-03 10:00:00;03;CO
1;AB;2024;11;2024-11-04 08:00:00;00;FC
1;AB;2024;11;2024-11-04 10:00:00;01;EM
1;AB;2024;11;2024-11-05 10:00:00;02;CE
1;AB;2024;11;2024-11-24 10:00:00;03;CO
1;AB;2024;12;2024-12-04 08:00:00;00;FC
1;AB;2024;12;2024-12-04 10:00:00;01;EM
1;AB;2024;12;2024-12-05 10:00:00;02;CE
1;AB;2024;12;2024-12-26 10:00:00;03;CO
1;AB;2025;1;2025-01-04 08:00:00;00;FC
1;AB;2025;1;2025-01-04 10:00:00;01;EM
1;AB;2025;1;2025-01-05 10:00:00;02;CE
1;AB;2025;1;2025-01-14 10:00:00;03;CO
1;AB;2025;2;2025-02-04 08:00:00;00;FC
1;AB;2025;2;2025-02-04 10:00:00;01;EM
1;AB;2025;2;2025-02-05 10:00:00;02;CE
1;AB;2025;2;2025-02-26 10:00:00;03;CO
1;AB;2025;3;2025-03-04 08:00:00;00;FC
1;AB;2025;3;2025-03-04 10:00:00;01;EM
1;AB;2025;3;2025-03-05 10:00:00;02;CE
1;AB;2025;3;2025-04-04 10:00:00;03;CO
1;AB;2025;4;2025-04-04 08:00:00;00;FC
1;AB;2025;4;2025-04-04 10:00:00;01;EM
1;AB;2025;4;2025-04-05 10:00:00;02;CE
1;AB;2025;4;2025-04-23 10:00:00;03;CO
1;AB;2025;5;2025-05-04 08:00:00;00;FC
1;AB;2025;5;2025-05-04 10:00:00;01;EM
1;AB;2025;5;2025-05-05 10:00:00;02;CE
1;AB;2025;5;2025-05-29 10:00:00;03;CO
1;AB;2025;6;2025-06-04 08:00:00;00;FC
1;AB;2025;6;2025-06-04 10:00:00;01;EM
1;AB;2025;6;2025-06-05 10:00:00;02;CE
1;AB;2025;6;2025-07-05 10:00:00;03;CO
1;AB;2025;7;2025-07-04 08:00:00;00;FC
1;AB;2025;7;2025-07-04 10:00:00;01;EM
1;AB;2025;7;2025-07-05 10:00:00;02;CE
1;AB;2025;7;2025-07-27 10:00:00;03;CO
1;AB;2025;8;2025-08-04 08:00:00;00;FC
1;AB;2025;8;2025-08-04 10:00:00;01;EM
1;AB;2025;8;2025-08-05 10:00:00;02;CE
1;AB;2025;8;2025-08-16 10:00:00;03;CO
1;AB;2025;9;2025-09-04 08:00:00;00;FC
1;AB;2025;9;2025-09-04 10:00:00;01;EM
1;AB;2025;9;2025-09-05 10:00:00;02;CE
1;AB;2025;9;2025-09-11 10:00:00;03;CO
1;AB;2025;10;2025-10-04 08:00:00;00;FC
1;AB;2025;10;2025-10-04 10:00:00;01;EM
1;AB;2025;10;2025-10-05 10:00:00;02;CE
1;AB;2025;10;2025-10-27 10:00:00;03;CO
1;AB;2025;11;2025-11-04 08:00:00;00;FC
1;AB;2025;11;2025-11-04 10:00:00;01;EM
1;AB;2025;11;2025-11-05 10:00:00;02;CE
1;AB;2025;11;2025-11-10 10:00:00;03;CO
1;AB;2025;12;2025-12-04 08:00:00;00;FC
1;AB;2025;12;2025-12-04 10:00:00;01;EM
1;AB;2025;12;2025-12-05 10:00:00;02;CE
1;AB;2025;12;2025-12-16 10:00:00;04;DV
1;AB;2025;12;2025-12-26 10:00:00;24;RC
1;AB;2026;1;2026-01-04 08:00:00;00;FC
1;AB;2026;1;2026-01-04 10:00:00;01;EM
1;AB;2026;1;2026-01-05 10:00:00;02;CE
1;AB;2026;1;2026-02-03 10:00:00;03;CO
1;AB;2026;2;2026-02-04 08:00:00;00;FC
1;AB;2026;2;2026-02-04 10:00:00;01;EM
1;AB;2026;2;2026-02-05 10:00:00;02;CE
1;AB;2026;2;2026-02-15 10:00:00;03;CO
1;AB;2026;3;2026-03-04 08:00:00;00;FC
1;AB;2026;3;2026-03-04 10:00:00;01;EM
1;AB;2026;3;2026-03-05 10:00:00;02;CE
1;AB;2026;3;2026-03-25 10:00:00;03;CO
1;AB;2026;4;2026-04-04 08:00:00;00;FC
1;AB;2026;4;2026-04-04 10:00:00;01;EM
1;AB;2026;4;2026-04-05 10:00:00;02;CE
1;AB;2026;4;2026-04-26 10:00:00;03;CO
1;AB;2026;5;2026-05-04 08:00:00;00;FC
1;AB;2026;5;2026-05-04 10:00:00;01;EM
1;AB;2026;5;2026-05-05 10:00:00;02;CE
1;AB;2026;5;2026-05-15 10:00:00;03;CO
1;AB;2026;6;2026-06-04 08:00:00;00;FC
1;AB;2026;6;2026-06-04 10:00:00;01;EM
1;AB;2026;6;2026-06-05 10:00:00;02;CE
1;AB;2026;6;2026-07-01 10:00:00;03;CO
1;AB;2026;7;2026-07-04 08:00:00;00;FC
1;AB;2026;7;2026-07-04 10:00:00;01;EM
1;AB;2026;7;2026-07-05 10:00:00;02;CE
1;AB;2026;7;2026-07-17 10:00:00;03;CO
1;AB;2026;8;2026-08-04 08:00:00;00;FC
1;AB;2026;8;2026-08-04 10:00:00;01;EM
1;AB;2026;8;2026-08-05 10:00:00;02;CE
1;AB;2026;8;2026-08-29 10:00:00;03;CO
1;AB;2022;13;2022-04-04 08:00:00;00;FC
1;AB;2022;13;2022-04-04 10:00:00;01;EM
1;AB;2022;13;2022-04-05 10:00:00;02;CE
1;AB;2022;13;2022-04-22 10:00:00;03;CO
1;AB;2022;14;2022-05-04 08:00:00;00;FC
1;AB;2022;14;2022-05-04 10:00:00;01;EM
1;AB;2022;14;2022-05-05 10:00:00;02;CE
1;AB;2022;14;2022-05-17 10:00:00;03;CO
1;AB;2022;15;2022-06-04 08:00:00;00;FC
1;AB;2022;15;2022-06-04 10:00:00;01;EM
1;AB;2022;15;2022-06-05 10:00:00;02;CE
1;AB;2022;15;2022-06-14 10:00:00;03;CO
1;AB;2022;16;2022-07-04 08:00:00;00;FC
1;AB;2022;16;2022-07-04 10:00:00;01;EM
1;AB;2022;16;2022-07-05 10:00:00;02;CE
1;AB;2022;16;2022-07-21 10:00:00;03;CO
1;AB;2022;17;2022-08-04 08:00:00;00;FC
1;AB;2022;17;2022-08-04 10:00:00;01;EM
1;AB;2022;17;2022-08-05 10:00:00;02;CE
1;AB;2022;17;2022-08-27 10:00:00;03;CO
1;AB;2022;18;2022-09-04 08:00:00;00;FC
1;AB;2022;18;2022-09-04 10:00:00;01;EM
1;AB;2022;18;2022-09-05 10:00:00;02;CE
1;AB;2022;18;2022-09-11 10:00:00;03;CO
1;AB;2022;19;2022-10-04 08:00:00;00;FC
1;AB;2022;19;2022-10-04 10:00:00;01;EM
1;AB;2022;19;2022-10-05 10:00:00;02;CE
1;AB;2022;19;2022-10-18 10:00:00;03;CO
1;AB;2022;20;2022-11-04 08:00:00;00;FC
1;AB;2022;20;2022-11-04 10:00:00;01;EM
1;AB;2022;20;2022-11-05 10:00:00;02;CE
1;AB;2022;20;2022-11-20 10:00:00;03;CO
1;AB;2022;21;2022-12-04 08:00:00;00;FC
1;AB;2022;21;2022-12-04 10:00:00;01;EM
1;AB;2022;21;2022-12-05 10:00:00;02;CE
1;AB;2022;21;2022-12-15 10:00:00;03;CO
1;AB;2023;13;2023-01-04 08:00:00;00;FC
1;AB;2023;13;2023-01-04 10:00:00;01;EM
1;AB;2023;13;2023-01-05 10:00:00;02;CE
1;AB;2023;13;2023-01-11 10:00:00;03;CO
1;AB;2023;14;2023-02-04 08:00:00;00;FC
1;AB;2023;14;2023-02-04 10:00:00;01;EM
1;AB;2023;14;2023-02-05 10:00:00;02;CE
1;AB;2023;14;2023-02-24 10:00:00;03;CO
1;AB;2023;15;2023-03-04 08:00:00;00;FC
1;AB;2023;15;2023-03-04 10:00:00;01;EM
1;AB;2023;15;2023-03-05 10:00:00;02;CE
1;AB;2023;15;2023-03-31 10:00:00;03;CO
1;AB;2023;16;2023-04-04 08:00:00;00;FC
1;AB;2023;16;2023-04-04 10:00:00;01;EM
1;AB;2023;16;2023-04-05 10:00:00;02;CE
1;AB;2023;16;2023-05-01 10:00:00;03;CO
1;AB;2023;17;2023-05-04 08:00:00;00;FC
1;AB;2023;17;2023-05-04 10:00:00;01;EM
1;AB;2023;17;2023-05-05 10:00:00;02;CE
1;AB;2023;17;2023-05-17 10:00:00;03;CO
1;AB;2023;18;2023-06-04 08:00:00;00;FC
1;AB;2023;18;2023-06-04 10:00:00;01;EM
1;AB;2023;18;2023-06-05 10:00:00;02;CE
1;AB;2023;18;2023-06-30 10:00:00;03;CO
1;AB;2023;19;2023-07-04 08:00:00;00;FC
1;AB;2023;19;2023-07-04 10:00:00;01;EM
1;AB;2023;19;2023-07-05 10:00:00;02;CE
1;AB;2023;19;2023-07-12 10:00:00;03;CO
1;AB;2023;20;2023-08-04 08:00:00;00;FC
1;AB;2023;20;2023-08-04 10:00:00;01;EM
1;AB;2023;20;2023-08-05 10:00:00;02;CE
1;AB;2023;20;2023-08-14 10:00:00;03;CO
1;AB;2023;21;2023-09-04 08:00:00;00;FC
1;AB;2023;21;2023-09-04 10:00:00;01;EM
1;AB;2023;21;2023-09-05 10:00:00;02;CE
1;AB;2023;21;2023-09-26 10:00:00;03;CO
1;AB;2023;22;2023-10-04 08:00:00;00;FC
1;AB;2023;22;2023-10-04 10:00:00;01;EM
1;AB;2023;22;2023-10-05 10:00:00;02;CE
1;AB;2023;22;2023-10-24 10:00:00;03;CO
1;AB;2023;23;2023-11-04 08:00:00;00;FC
1;AB;2023;23;2023-11-04 10:00:00;01;EM
1;AB;2023;23;2023-11-05 10:00:00;02;CE
1;AB;2023;23;2023-11-28 10:00:00;03;CO
1;AB;2023;24;2023-12-04 08:00:00;00;FC
1;AB;2023;24;2023-12-04 10:00:00;01;EM
1;AB;2023;24;2023-12-05 10:00:00;02;CE
1;AB;2023;24;2023-12-15 10:00:00;03;CO
1;AB;2024;13;2024-01-04 08:00:00;00;FC
1;AB;2024;13;2024-01-04 10:00:00;01;EM
1;AB;2024;13;2024-01-05 10:00:00;02;CE
1;AB;2024;13;2024-02-04 10:00:00;03;CO
1;AB;2024;14;2024-02-04 08:00:00;00;FC
1;AB;2024;14;2024-02-04 10:00:00;01;EM
1;AB;2024;14;2024-02-05 10:00:00;02;CE
1;AB;2024;14;2024-02-23 10:00:00;03;CO
1;AB;2024;15;2024-03-04 08:00:00;00;FC
1;AB;2024;15;2024-03-04 10:00:00;01;EM
1;AB;2024;15;2024-03-05 10:00:00;02;CE
1;AB;2024;15;2024-04-02 10:00:00;03;CO
1;AB;2024;16;2024-04-04 08:00:00;00;FC
1;AB;2024;16;2024-04-04 10:00:00;01;EM
1;AB;2024;16;2024-04-05 10:00:00;02;CE
1;AB;2024;16;2024-04-25 10:00:00;03;CO
1;AB;2024;17;2024-05-04 08:00:00;00;FC
1;AB;2024;17;2024-05-04 10:00:00;01;EM
1;AB;2024;17;2024-05-05 10:00:00;02;CE
1;AB;2024;17;2024-06-01 10:00:00;03;CO
1;AB;2024;18;2024-06-04 08:00:00;00;FC
1;AB;2024;18;2024-06-04 10:00:00;01;EM
1;AB;2024;18;2024-06-05 10:00:00;02;CE
1;AB;2024;18;2024-06-29 10:00:00;03;CO
1;AB;2024;19;2024-07-04 08:00:00;00;FC
1;AB;2024;19;2024-07-04 10:00:00;01;EM
1;AB;2024;19;2024-07-05 10:00:00;02;CE
1;AB;2024;19;2024-07-21 10:00:00;03;CO
1;AB;2024;20;2024-08-04 08:00:00;00;FC
1;AB;2024;20;2024-08-04 10:00:00;01;EM
1;AB;2024;20;2024-08-05 10:00:00;02;CE
1;AB;2024;20;2024-08-30 10:00:00;03;CO
1;AB;2024;21;2024-09-04 08:00:00;00;FC
1;AB;2024;21;2024-09-04 10:00:00;01;EM
1;AB;2024;21;2024-09-05 10:00:00;02;CE
1;AB;2024;21;2024-09-23 10:00:00;03;CO
1;AB;2024;22;2024-10-04 08:00:00;00;FC
1;AB;2024;22;2024-10-04 10:00:00;01;EM
1;AB;2024;22;2024-10-05 10:00:00;02;CE
1;AB;2024;22;2024-10-17 10:00:00;03;CO
1;AB;2024;23;2024-11-04 08:00:00;00;FC
1;AB;2024;23;2024-11-04 10:00:00;01;EM
1;AB;2024;23;2024-11-05 10:00:00;02;CE
1;AB;2024;23;2024-11-23 10:00:00;03;CO
1;AB;2024;24;2024-12-04 08:00:00;00;FC
1;AB;2024;24;2024-12-04 10:00:00;01;EM
1;AB;2024;24;2024-12-05 10:00:00;02;CE
1;AB;2024;24;2024-12-22 10:00:00;03;CO
1;AB;2025;13;2025-01-04 08:00:00;00;FC
1;AB;2025;13;2025-01-04 10:00:00;01;EM
1;AB;2025;13;2025-01-05 10:00:00;02;CE
1;AB;2025;13;2025-01-13 10:00:00;03;CO
1;AB;2025;14;2025-02-04 08:00:00;00;FC
1;AB;2025;14;2025-02-04 10:00:00;01;EM
1;AB;2025;14;2025-02-05 10:00:00;02;CE
1;AB;2025;14;2025-03-03 10:00:00;03;CO
1;AB;2025;15;2025-03-04 08:00:00;00;FC
1;AB;2025;15;2025-03-04 10:00:00;01;EM
1;AB;2025;15;2025-03-05 10:00:00;02;CE
1;AB;2025;15;2025-03-20 10:00:00;03;CO
1;AB;2025;16;2025-04-04 08:00:00;00;FC
1;AB;2025;16;2025-04-04 10:00:00;01;EM
1;AB;2025;16;2025-04-05 10:00:00;02;CE
1;AB;2025;16;2025-04-27 10:00:00;03;CO
1;AB;2025;17;2025-05-04 08:00:00;00;FC
1;AB;2025;17;2025-05-04 10:00:00;01;EM
1;AB;2025;17;2025-05-05 10:00:00;02;CE
1;AB;2025;17;2025-05-11 10:00:00;03;CO
1;AB;2025;18;2025-06-04 08:00:00;00;FC
1;AB;2025;18;2025-06-04 10:00:00;01;EM
1;AB;2025;18;2025-06-05 10:00:00;02;CE
1;AB;2025;18;2025-06-28 10:00:00;03;CO
1;AB;2025;19;2025-07-04 08:00:00;00;FC
1;AB;2025;19;2025-07-04 10:00:00;01;EM
1;AB;2025;19;2025-07-05 10:00:00;02;CE
1;AB;2025;19;2025-07-10 10:00:00;03;CO
1;AB;2025;20;2025-08-04 08:00:00;00;FC
1;AB;2025;20;2025-08-04 10:00:00;01;EM
1;AB;2025;20;2025-08-05 10:00:00;02;CE
1;AB;2025;20;2025-08-19 10:00:00;03;CO
1;AB;2025;21;2025-09-04 08:00:00;00;FC
1;AB;2025;21;2025-09-04 10:00:00;01;EM
1;AB;2025;21;2025-09-05 10:00:00;02;CE
1;AB;2025;21;2025-09-15 10:00:00;03;CO
1;AB;2025;22;2025-10-04 08:00:00;00;FC
1;AB;2025;22;2025-10-04 10:00:00;01;EM
1;AB;2025;22;2025-10-05 10:00:00;02;CE
1;AB;2025;22;2025-10-10 10:00:00;03;CO
1;AB;2025;23;2025-11-04 08:00:00;00;FC
1;AB;2025;23;2025-11-04 10:00:00;01;EM
1;AB;2025;23;2025-11-05 10:00:00;02;CE
1;AB;2025;23;2025-12-03 10:00:00;03;CO
1;AB;2025;24;2025-12-04 08:00:00;00;FC
1;AB;2025;24;2025-12-04 10:00:00;01;EM
1;AB;2025;24;2025-12-05 10:00:00;02;CE
1;AB;2025;24;2025-12-28 10:00:00;03;CO
1;AB;2026;9;2026-01-04 08:00:00;00;FC
1;AB;2026;9;2026-01-04 10:00:00;01;EM
1;AB;2026;9;2026-01-05 10:00:00;02;CE
1;AB;2026;9;2026-02-03 10:00:00;03;CO
1;AB;2026;10;2026-02-04 08:00:00;00;FC
1;AB;2026;10;2026-02-04 10:00:00;01;EM
1;AB;2026;10;2026-02-05 10:00:00;02;CE
1;AB;2026;10;2026-03-01 10:00:00;03;CO
1;AB;2026;11;2026-03-04 08:00:00;00;FC
1;AB;2026;11;2026-03-04 10:00:00;01;EM
1;AB;2026;11;2026-03-05 10:00:00;02;CE
1;AB;2026;11;2026-03-19 10:00:00;03;CO
1;AB;2026;12;2026-04-04 08:00:00;00;FC
1;AB;2026;12;2026-04-04 10:00:00;01;EM
1;AB;2026;13;2026-05-04 08:00:00;00;FC
1;AB;2026;13;2026-05-04 10:00:00;01;EM
1;AB;2026;13;2026-05-05 10:00:00;02;CE
1;AB;2026;13;2026-05-29 10:00:00;03;CO
1;AB;2026;14;2026-06-04 08:00:00;00;FC
1;AB;2026;14;2026-06-04 10:00:00;01;EM
1;AB;2026;14;2026-06-05 10:00:00;02;CE
1;AB;2026;14;2026-06-24 10:00:00;03;CO
1;AB;2026;15;2026-07-04 08:00:00;00;FC
1;AB;2026;15;2026-07-04 10:00:00;01;EM
1;AB;2026;15;2026-07-05 10:00:00;02;CE
1;AB;2026;15;2026-07-20 10:00:00;04;DV
1;AB;2026;16;2026-08-04 08:00:00;00;FC
1;AB;2026;16;2026-08-04 10:00:00;01;EM
1;AB;2026;16;2026-08-05 10:00:00;02;CE
1;AB;2026;16;2026-08-22 10:00:00;04;DV
1;AB;2026;16;2026-09-06 10:00:00;24;RC
1;AB;2023;25;2023-05-04 08:00:00;00;FC
1;AB;2023;25;2023-05-04 10:00:00;01;EM
1;AB;2023;25;2023-05-05 10:00:00;02;CE
1;AB;2023;25;2023-05-14 10:00:00;03;CO
1;AB;2023;26;2023-06-04 08:00:00;00;FC
1;AB;2023;26;2023-06-04 10:00:00;01;EM
1;AB;2023;26;2023-06-05 10:00:00;02;CE
1;AB;2023;26;2023-06-15 10:00:00;03;CO
1;AB;2023;27;2023-07-04 08:00:00;00;FC
1;AB;2023;27;2023-07-04 10:00:00;01;EM
1;AB;2023;27;2023-07-05 10:00:00;02;CE
1;AB;2023;27;2023-07-30 10:00:00;03;CO
1;AB;2023;28;2023-08-04 08:00:00;00;FC
1;AB;2023;28;2023-08-04 10:00:00;01;EM
1;AB;2023;28;2023-08-05 10:00:00;02;CE
1;AB;2023;28;2023-08-27 10:00:00;03;CO
1;AB;2023;29;2023-09-04 08:00:00;00;FC
1;AB;2023;29;2023-09-04 10:00:00;01;EM
1;AB;2023;29;2023-09-05 10:00:00;02;CE
