NUM_PARTICIO;ID_EMPRESA;ANY_FACTURA;NUM_FACTURA;DIAM_COMP_FACT;DIAM_COMP_SEC_FACT;MARCA_COMP_FACT;NUM_COMP_FACT;PROPIETAT_COMP_FA;CABAL_NOMINAL_CTE;IMP_QTA_SERV;PREU_M3_BLOC1_FACT;IMP_BLOC1;PREU_M3_BLOC2_FACT;IMP_BLOC2;PREU_M3_BLOC3_FACT;IMP_BLOC3;TIP_CT_XBASICA_FAC;BASE_CT_XBASICA;PREU_CT_XBASICA_FA;IMP_CT_XBASICA;TIP_TCG_SUBM_FACT;BASE_TCG_SUBM;PREU_TCG_SUBM_FACT;IMP_TCG_SUBM;TIP_CLAVAG_FACT;BASE_CLAVAG;PREU_CLAVAG_FACT;IMP_CLAVAG;TIP_SANEJA_FACT;BASE_SANEJA;PREU_SANEJA_FACT;IMP_SANEJA;BASE_IVA_SANEJA;IMP_IVA_SANEJA;BASE_IVA;PERCENT_IVA_FACT;IMP_IVA;TIP_ERSU_FACT;BASE_ERSU;PREU_ERSU_FACT;IMP_ERSU;TIP_CIH_FACT;BASE_CIH_BLOC1;PREU_CIH_BLOC1_FA;IMP_CIH_BLOC1;BASE_CIH_BLOC2;PREU_CIH_BLOC2_FA;IMP_CIH_BLOC2;BASE_CIH_BLOC3;PREU_CIH_BLOC3_FA;IMP_CIH_BLOC3;CABAL_CTE;COEF_CIH_IND_FAC;QL_1999_2000;NOMBRE_PERSONES;LIMIT_TRAM1_FACT;LIMIT_TRAM2_FACT;LIMIT_CAI1_FACT;LIMIT_CLAV1_FACT;LIMIT_CAI2_FACT;NOMBRE_PER_CAI;NOMBRE_PER_TMTR;NUM_COMPT_T_FACT;PREU_M3_BLOC4_FACT;IMP_BLOC4;PREU_M3_BLOC5_FACT;IMP_BLOC5;LIMIT_TRAM3_FACT;LIMIT_TRAM4_FACT;LIMIT_CAI3_FACT
1;AB;2023;9;25;0;ZEN;C00001;A;2.5;3.5;0.8229;7.41;1.646;1.65;2.5607;0.0; ;0;0.0;0.0; ;0;0.0;0.0;S;10;0.4;4.0; ;0;0.0;0.0;0.0;0.0;9.05;10.0;0.91; ;0;0.0;0.0; ;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2.5;0.0; ;1;9;15;0;15;0;0;0; ;3.414;0.0;4.2674;0.0;18;30;0
1;AB;2023;10;25;0;ZEN;C00001;A;2.5;3.5;0.8229;7.41;1.646;0.0;2.5607;0.0; ;0;0.0;0.0; ;0;0.0;0.0;S;9;0.4;3.6; ;0;0.0;0.0;0.0;0.0;7.41;10.0;0.74; ;0;0.0;0.0; ;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2.5;0.0; ;1;9;15;0;15;0;0;0; ;3.414;0.0;4.2674;0.0;18;30;0
1;AB;2023;11;25;0;ZEN;C00001;A;2.5;3.5;0.8229;7.41;1.646;0.0;2.5607;0.0; ;0;0.0;0.0; ;0;0.0;0.0;S;9;0.4;3.6; ;0;0.0;0.0;0.0;0.0;7.41;10.0;0.74; ;0;0.0;0.0; ;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2.5;0.0; ;1;9;15;0;15;0;0;0; ;3.414;0.0;4.2674;0.0;18;30;0
1;AB;2023;12;25;0;ZEN;C00001;A;2.5;3.5;0.8229;7.41;1.646;0.0;2.5607;0.0; ;0;0.0;0.0; ;0;0.0;0.0;S;9;0.4;3.6; ;0;0.0;0.0;0.0;0.0;7.41;10.0;0.74; ;0;0.0;0.0; ;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2.5;0.0; ;1;9;15;0;15;0;0;0; ;3.414;0.0;4.2674;0.0;18;30;0
1;AB;2024;1;25;0;ZEN;C00001;A;2.5;3.5;0.8229;7.41;1.646;0.0;2.5607;0.0; ;0;0.0;0.0; ;0;0.0;0.0;S;9;0.4;3.6; ;0;0.0;0.0;0.0;0.0;7.41;10.0;0.74; ;0;0.0;0.0; ;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2.5;0.0; ;1;9;15;0;15;0;0;0; ;3.414;0.0;4.2674;0.0;18;30;0
1;AB;2024;2;25;0;ZEN;C00001;A;2.5;3.5;0.8229;7.41;1.646;1.65;2.5607;0.0; ;0;0.0;0.0; ;0;0.0;0.0;S;10;0.4;4.0; ;0;0.0;0.0;0.0;0.0;9.05;10.0;0.91; ;0;0.0;0.0; ;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2.5;0.0; ;1;9;15;0;15;0;0;0; ;3.414;0.0;4.2674;0.0;18;30;0
1;AB;2024;3;25;0;ZEN;C00001;A;2.5;3.5;0.8229;7.41;1.646;1.65;2.5607;0.0; ;0;0.0;0.0; ;0;0.0;0.0;S;10;0.4;4.0; ;0;0.0;0.0;0.0;0.0;9.05;10.0;0.91; ;0;0.0;0.0; ;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2.5;0.0; ;1;9;15;0;15;0;0;0; ;3.414;0.0;4.2674;0.0;18;30;0
1;AB;2024;4;25;0;ZEN;C00001;A;2.5;3.5;0.8229;7.41;1.646;1.65;2.5607;0.0; ;0;0.0;0.0; ;0;0.0;0.0;S;10;0.4;4.0; ;0;0.0;0.0;0.0;0.0;9.05;10.0;0.91; ;0;0.0;0.0; ;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2.5;0.0; ;1;9;15;0;15;0;0;0; ;3.414;0.0;4.2674;0.0;18;30;0
1;AB;2024;5;25;0;ZEN;C00001;A;2.5;3.5;0.8229;7.41;1.646;1.65;2.5607;0.0; ;0;0.0;0.0; ;0;0.0;0.0;S;10;0.4;4.0; ;0;0.0;0.0;0.0;0.0;9.05;10.0;0.91; ;0;0.0;0.0; ;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2.5;0.0; ;1;9;15;0;15;0;0;0; ;3.414;0.0;4.2674;0.0;18;30;0
1;AB;2024;6;25;0;ZEN;C00001;A;2.5;3.5;0.8229;7.41;1.646;4.94;2.5607;0.0; ;0;0.0;0.0; ;0;0.0;0.0;S;12;0.4;4.8; ;0;0.0;0.0;0.0;0.0;12.34;10.0;1.23; ;0;0.0;0.0; ;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2.5;0.0; ;1;9;15;0;15;0;0;0; ;3.414;0.0;4.2674;0.0;18;30;0
1;AB;2024;7;25;0;ZEN;C00001;A;2.5;3.5;0.8229;7.41;1.646;4.94;2.5607;0.0; ;0;0.0;0.0; ;0;0.0;0.0;S;12;0.4;4.8; ;0;0.0;0.0;0.0;0.0;12.34;10.0;1.23; ;0;0.0;0.0; ;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2.5;0.0; ;1;9;15;0;15;0;0;0; ;3.414;0.0;4.2674;0.0;18;30;0
1;AB;2024;8;25;0;ZEN;C00001;A;2.5;3.5;0.8229;7.41;1.646;3.29;2.5607;0.0; ;0;0.0;0.0; ;0;0.0;0.0;S;11;0.4;4.4; ;0;0.0;0.0;0.0;0.0;10.7;10.0;1.07; ;0;0.0;0.0; ;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2.5;0.0; ;1;9;15;0;15;0;0;0; ;3.414;0.0;4.2674;0.0;18;30;0
1;AB;2024;9;25;0;ZEN;C00001;A;2.5;3.5;0.8229;7.41;1.646;3.29;2.5607;0.0; ;0;0.0;0.0; ;0;0.0;0.0;S;11;0.4;4.4; ;0;0.0;0.0;0.0;0.0;10.7;10.0;1.07; ;0;0.0;0.0; ;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2.5;0.0; ;1;9;15;0;15;0;0;0; ;3.414;0.0;4.2674;0.0;18;30;0
1;AB;2024;10;25;0;ZEN;C00001;A;2.5;3.5;0.8229;7.41;1.646;0.0;2.5607;0.0; ;0;0.0;0.0; ;0;0.0;0.0;S;9;0.4;3.6; ;0;0.0;0.0;0.0;0.0;7.41;10.0;0.74; ;0;0.0;0.0; ;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2.5;0.0; ;1;9;15;0;15;0;0;0; ;3.414;0.0;4.2674;0.0;18;30;0
1;AB;2024;11;25;0;ZEN;C00001;A;2.5;3.5;0.8229;7.41;1.646;0.0;2.5607;0.0; ;0;0.0;0.0; ;0;0.0;0.0;S;9;0.4;3.6; ;0;0.0;0.0;0.0;0.0;7.41;10.0;0.74; ;0;0.0;0.0; ;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2.5;0.0; ;1;9;15;0;15;0;0;0; ;3.414;0.0;4.2674;0.0;18;30;0
1;AB;2024;12;25;0;ZEN;C00001;A;2.5;3.5;0.8229;7.41;1.646;0.0;2.5607;0.0; ;0;0.0;0.0; ;0;0.0;0.0;S;9;0.4;3.6; ;0;0.0;0.0;0.0;0.0;7.41;10.0;0.74; ;0;0.0;0.0; ;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2.5;0.0; ;1;9;15;0;15;0;0;0; ;3.414;0.0;4.2674;0.0;18;30;0
1;AB;2025;1;25;0;ZEN;C00001;A;2.5;3.5;0.8229;7.41;1.646;0.0;2.5607;0.0; ;0;0.0;0.0; ;0;0.0;0.0;S;9;0.4;3.6; ;0;0.0;0.0;0.0;0.0;7.41;10.0;0.74; ;0;0.0;0.0; ;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2.5;0.0; ;1;9;15;0;15;0;0;0; ;3.414;0.0;4.2674;0.0;18;30;0
1;AB;2025;2;25;0;ZEN;C00001;A;2.5;3.5;0.8229;7.41;1.646;1.65;2.5607;0.0; ;0;0.0;0.0; ;0;0.0;0.0;S;10;0.4;4.0; ;0;0.0;0.0;0.0;0.0;9.05;10.0;0.91; ;0;0.0;0.0; ;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2.5;0.0; ;1;9;15;0;15;0;0;0; ;3.414;0.0;4.2674;0.0;18;30;0
1;AB;2025;3;25;0;ZEN;C00001;A;2.5;3.5;0.8229;7.41;1.646;1.65;2.5607;0.0; ;0;0.0;0.0; ;0;0.0;0.0;S;10;0.4;4.0; ;0;0.0;0.0;0.0;0.0;9.05;10.0;0.91; ;0;0.0;0.0; ;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2.5;0.0; ;1;9;15;0;15;0;0;0; ;3.414;0.0;4.2674;0.0;18;30;0
1;AB;2025;4;25;0;ZEN;C00001;A;2.5;3.5;0.8229;7.41;1.646;1.65;2.5607;0.0; ;0;0.0;0.0; ;0;0.0;0.0;S;10;0.4;4.0; ;0;0.0;0.0;0.0;0.0;9.05;10.0;0.91; ;0;0.0;0.0; ;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2.5;0.0; ;1;9;15;0;15;0;0;0; ;3.414;0.0;4.2674;0.0;18;30;0
1;AB;2025;5;25;0;ZEN;C00001;A;2.5;3.5;0.8229;7.41;1.646;3.29;2.5607;0.0; ;0;0.0;0.0; ;0;0.0;0.0;S;11;0.4;4.4; ;0;0.0;0.0;0.0;0.0;10.7;10.0;1.07; ;0;0.0;0.0; ;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2.5;0.0; ;1;9;15;0;15;0;0;0; ;3.414;0.0;4.2674;0.0;18;30;0
1;AB;2025;6;25;0;ZEN;C00001;A;2.5;3.5;0.8229;7.41;1.646;1.65;2.5607;0.0; ;0;0.0;0.0; ;0;0.0;0.0;S;10;0.4;4.0; ;0;0.0;0.0;0.0;0.0;9.05;10.0;0.91; ;0;0.0;0.0; ;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2.5;0.0; ;1;9;15;0;15;0;0;0; ;3.414;0.0;4.2674;0.0;18;30;0
1;AB;2025;7;25;0;ZEN;C00001;A;2.5;3.5;0.8229;7.41;1.646;3.29;2.5607;0.0; ;0;0.0;0.0; ;0;0.0;0.0;S;11;0.4;4.4; ;0;0.0;0.0;0.0;0.0;10.7;10.0;1.07; ;0;0.0;0.0; ;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2.5;0.0; ;1;9;15;0;15;0;0;0; ;3.414;0.0;4.2674;0.0;18;30;0
1;AB;2025;8;25;0;ZEN;C00001;A;2.5;3.5;0.8229;7.41;1.646;1.65;2.5607;0.0; ;0;0.0;0.0; ;0;0.0;0.0;S;10;0.4;4.0; ;0;0.0;0.0;0.0;0.0;9.05;10.0;0.91; ;0;0.0;0.0; ;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;2.5;0.0; ;1;9;15;0;15;0;0;0; ;3.414;0.0;4.2674;0.0;18;30;0
